credit_policy,purpose,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid
1,debt_consolidation,0.081,175.7,41000,12.09,759,37043,0,0,5680,0.196,0,1
1,small_business,0.219,152.46,75000,17.54,699,41609,0,0,7407,0.418,0,1
1,other,0.075,46.64,72000,22.48,754,39508,2,0,8496,0.167,0,1
1,debt_consolidation,0.075,559.59,46900,2.51,744,40909,0,0,4003,0.127,0,1
1,home_improvement,0.258,894.85,108000,21.5,694,35735,1,0,24414,0.648,0,1
1,credit_card,0.14,572.79,80000,16.55,719,35612,0,0,14093,0.335,0,1
1,home_improvement,0.165,982.53,70000,22.75,719,36586,0,0,3134,0.198,1,1
1,debt_consolidation,0.106,780.74,150000,29.76,749,36281,1,0,15247,0.259,0,1
1,credit_card,0.062,244.07,43000,10.38,799,37895,0,0,4471,0.271,0,1
1,home_improvement,0.14,170.97,49000,9.11,679,41913,1,0,1104,0.649,0,1
1,medical,0.106,260.25,180000,9.01,749,32905,2,0,12597,0.304,0,1
1,home_improvement,0.155,41.89,9012,42.21,689,34455,0,0,0,,0,1
1,other,0.229,579.87,34000,31.45,699,36831,0,0,16161,0.641,0,1
1,debt_consolidation,0.096,609.34,70000,19.36,669,35125,2,0,12138,0.43,0,1
1,debt_consolidation,0.14,582.1,16168,2.6,739,37226,0,0,579,0.038,1,1
1,credit_card,0.068,98.56,43000,13.26,719,41061,0,0,7917,0.268,0,1
1,credit_card,0.165,530.77,114000,24.58,669,41122,0,0,49848,0.843,1,1
1,major_purchase,0.248,119.03,70000,1.39,714,41821,2,0,106,0.096,0,1
1,home_improvement,0.111,491.44,92000,24.55,699,35916,3,0,25792,0.406,0,1
1,home_improvement,0.111,870.7,111311,8.61,739,35704,1,4,13,0.001,0,1
1,debt_consolidation,0.14,636.83,105000,22.26,739,37987,2,0,20450,0.194,0,1
1,debt_consolidation,0.096,230.91,75000,11.76,714,40695,1,0,12536,0.337,0,1
1,debt_consolidation,0.155,593.4,95000,28.08,674,39114,1,0,27662,0.542,0,1
1,debt_consolidation,0.155,523.59,25000,17.03,664,38231,0,0,11237,0.484,1,1
1,debt_consolidation,0.145,413.17,55900,18.33,674,37469,0,0,12563,0.513,1,1
1,debt_consolidation,0.131,269.79,55400,23.55,694,39569,2,0,12694,0.224,0,1
1,credit_card,0.131,252.93,131000,23.14,674,38231,0,1,6703,0.698,0,1
1,major_purchase,0.096,128.29,73000,32.12,774,38078,1,0,30926,0.467,0,1
1,credit_card,0.106,387.43,69000,25.37,739,36434,0,0,20620,0.432,0,1
1,debt_consolidation,0.258,596.57,40000,17,689,40299,1,0,52,0.104,1,1
1,credit_card,0.053,1204.42,155000,8.64,694,34304,0,0,210360,0.183,0,1
1,house,0.155,698.12,50000,8.88,679,39203,0,1,6693,0.385,0,1
1,house,0.101,258.41,80000,8.51,689,37895,1,0,4568,0.313,0,1
1,debt_consolidation,0.248,138.87,65000,27.22,669,33878,0,4,19691,0.484,0,1
1,credit_card,0.185,527.49,45000,64.24,684,39783,0,0,4894,0.365,0,1
1,credit_card,0.14,239.35,80000,14.86,664,38504,0,1,17289,0.673,0,1
1,debt_consolidation,0.219,468.08,42000,26.34,689,37500,0,0,15627,0.452,0,1
1,debt_consolidation,0.175,401.7,76000,47.69,699,36831,0,0,61675,0.746,0,1
1,debt_consolidation,0.111,491.44,58000,20.79,694,36161,0,0,14515,0.517,0,1
1,debt_consolidation,0.14,465.68,66000,22.67,764,38657,0,0,5029,0.169,0,1
1,home_improvement,0.121,166.39,90000,13.31,684,38596,1,0,17591,0.496,1,1
1,other,0.165,982.53,94000,5.94,679,31837,0,0,4072,0.255,0,1
1,credit_card,0.053,240.89,96000,11.15,704,37561,0,0,12818,0.541,0,1
1,other,0.106,195.19,52000,21.23,744,38930,3,0,8584,0.182,0,1
1,debt_consolidation,0.068,110.88,26800,18.69,714,40756,0,0,5918,0.462,0,1
1,major_purchase,0.068,184.8,55000,1.33,759,41153,0,0,0,0,0,1
1,credit_card,0.106,195.19,29000,17.09,709,37834,0,0,5598,0.35,0,1
1,debt_consolidation,0.096,757.48,68000,3.72,759,39022,0,0,7990,0.117,0,1
1,debt_consolidation,0.075,596.89,200000,5.22,714,36312,0,0,5885,0.297,1,1
1,credit_card,0.14,1025.77,75000,35.88,684,37956,0,0,35951,0.617,0,1
1,debt_consolidation,0.075,248.71,32000,21.87,709,39873,0,0,3458,0.159,1,1
1,credit_card,0.121,535.45,60000,14.74,694,41699,0,0,11887,0.395,0,1
1,credit_card,0.053,271,61000,21.96,789,35490,0,0,14942,0.242,0,1
1,credit_card,0.081,250.99,145386,16.1,804,39387,1,0,601,0.06,0,1
1,other,0.111,491.44,65000,16.17,684,38991,1,0,1914,0.101,1,1
1,home_improvement,0.053,180.67,110000,6.48,744,37834,0,0,2909,0.107,1,1
1,debt_consolidation,0.165,589.52,138000,9.38,674,40330,0,0,35350,0.595,0,1
1,debt_consolidation,0.062,854.23,55000,1.09,824,36130,1,0,330,0.005,0,1
1,home_improvement,0.111,229.34,42000,21,719,28277,0,0,8434,0.264,0,1
1,major_purchase,0.131,1180.31,35797,1.84,709,38749,0,0,344,0.038,0,1
1,credit_card,0.155,601.2,48000,16.9,689,38899,0,1,10288,0.514,0,1
1,credit_card,0.106,195.19,48000,33.93,679,39114,0,0,5889,0.572,0,1
1,debt_consolidation,0.111,491.44,95000,25.37,714,39661,0,0,8863,0.492,0,1
1,debt_consolidation,0.155,837.74,40000,29.31,704,33970,0,0,28544,0.681,0,1
1,home_improvement,0.096,384.85,60000,19.54,729,26299,1,0,647,0.014,0,1
1,credit_card,0.075,310.88,55850,2.31,759,41609,0,0,3300,0.199,0,1
1,other,0.062,256.27,45760,14.74,794,39722,1,0,471,0.03,0,1
1,car,0.062,366.1,45000,3.89,754,40360,0,0,3271,0.19,0,1
1,credit_card,0.121,557.76,90000,27.32,724,38322,0,0,28812,0.84,0,1
1,debt_consolidation,0.106,1301.23,150000,5.77,674,38991,0,1,7646,0.357,1,1
1,debt_consolidation,0.185,545.68,73000,23.69,694,36708,0,0,3655,0.451,0,1
1,debt_consolidation,0.106,650.62,126500,20.05,729,39173,1,0,10085,0.626,0,1
1,major_purchase,0.081,219.62,27000,26.7,694,26177,0,0,13963,0.495,1,1
1,debt_consolidation,0.081,298.05,60000,8.12,779,39753,0,0,2175,0.227,0,1
1,medical,0.145,148.06,34000,15.46,714,39448,0,3,14,0.002,0,1
1,debt_consolidation,0.131,438.4,52000,7.11,674,39022,1,2,11219,0.547,1,1
1,debt_consolidation,0.121,399.32,75000,9.84,704,39356,0,0,8267,0.464,1,1
1,debt_consolidation,0.248,1587.02,95000,11.69,694,36831,1,2,3937,0.275,0,1
1,debt_consolidation,0.131,505.85,35000,8.2,684,38930,0,0,6158,0.285,0,1
1,major_purchase,0.14,410.31,111000,17.07,689,34243,1,0,10651,0.208,0,1
1,credit_card,0.111,982.88,100000,20.32,729,36800,0,0,30773,0.521,0,1
1,debt_consolidation,0.175,538.31,73775,19.73,689,40118,0,0,16612,0.581,0,1
1,credit_card,0.175,552.34,67000,12.02,689,38808,0,0,20696,0.572,0,1
1,debt_consolidation,0.062,762.71,135000,22.44,724,35886,0,0,62945,0.481,0,1
1,credit_card,0.068,92.4,30000,4.28,694,39417,0,0,1673,0.837,0,1
1,major_purchase,0.145,344.31,135000,15.88,669,38473,0,0,7876,0.368,0,1
1,debt_consolidation,0.075,310.88,39520,6.59,689,40634,0,0,3268,0.34,1,1
1,vacation,0.145,376.62,196000,18.97,729,29768,1,1,20815,0.242,0,1
1,debt_consolidation,0.145,470.78,90000,13.49,719,36861,0,0,19110,0.28,0,1
1,house,0.081,313.74,30000,19.36,754,39295,0,0,6160,0.166,0,1
1,credit_card,0.096,288.64,24000,47.35,719,37104,0,0,10474,0.266,0,1
1,credit_card,0.101,340.51,120000,14.99,789,37926,0,0,68721,0.097,0,1
1,debt_consolidation,0.053,105.39,53500,7.13,764,40725,0,0,4171,0.086,0,1
1,credit_card,0.14,931.36,100000,18.41,704,38565,0,0,49983,0.64,0,1
1,credit_card,0.106,325.31,50000,23.84,694,37926,0,0,8870,0.986,0,1
1,debt_consolidation,0.229,212.62,33280,13.45,704,40452,0,0,6572,0.644,0,1
1,debt_consolidation,0.175,426.81,110000,3.6,664,34731,0,0,9320,0.621,1,1
1,credit_card,0.068,1069.52,54000,26.56,759,36342,0,0,18100,0.209,0,1
1,debt_consolidation,0.053,301.11,450000,2.41,684,37895,1,0,15732,0.354,0,1
1,debt_consolidation,0.145,353.09,160000,15.17,704,33451,0,1,15290,0.721,0,1
1,major_purchase,0.219,963.68,80000,14.24,664,39114,1,1,4406,0.565,0,1
1,other,0.068,252.56,110000,18.62,794,38749,0,0,5641,0.164,0,1
1,credit_card,0.053,90.34,62583,16.82,689,41334,2,0,2971,0.561,0,1
1,debt_consolidation,0.111,870.7,130000,9.42,784,37803,0,0,10261,0.204,0,1
1,debt_consolidation,0.155,670.2,90000,35.72,679,38078,0,0,32849,0.782,0,1
1,debt_consolidation,0.096,192.43,52000,24.99,734,32690,0,0,10020,0.269,0,1
1,credit_card,0.106,162.66,30000,1.32,664,38534,1,0,49,0.003,1,1
1,debt_consolidation,0.155,349.06,39520,27.36,689,41153,0,0,9174,0.633,0,1
1,debt_consolidation,0.145,941.55,63023,6.82,734,32051,0,0,10841,0.358,0,1
1,debt_consolidation,0.194,184.35,55000,36.05,704,34455,0,1,39435,0.234,0,1
1,credit_card,0.185,200.09,45000,23.63,684,40725,0,0,4792,0.504,0,1
1,debt_consolidation,0.194,184.35,19020,35.52,674,39539,0,0,4366,0.615,0,1
1,car,0.101,404.35,91000,17.64,709,38384,0,0,8778,0.2,0,1
1,debt_consolidation,0.204,1195.61,69498,29.17,679,38384,0,0,7614,0.491,1,1
1,credit_card,0.258,626.39,180000,7.05,664,36161,0,3,16697,0.803,0,1
1,other,0.121,99.83,70400,29.71,684,38322,0,1,13200,0.368,0,1
1,debt_consolidation,0.062,335.59,54442,3.15,794,39387,0,0,1879,0.036,0,1
1,credit_card,0.068,169.4,20000,21.19,709,41334,0,0,3893,0.265,0,1
1,debt_consolidation,0.258,377.79,35904,40.78,709,38384,0,0,20427,0.884,0,1
1,debt_consolidation,0.268,729.56,53000,24.57,669,39264,1,0,10798,0.303,0,1
1,credit_card,0.185,423.05,65000,10.38,684,38200,0,1,15509,0.753,0,1
1,debt_consolidation,0.111,982.88,77078,17.08,729,38384,2,0,3631,0.101,1,1
1,debt_consolidation,0.145,627.9,240000,23.99,719,37043,1,0,54559,0.409,0,1
1,debt_consolidation,0.096,462.91,50000,29.6,789,31017,0,0,12227,0.202,0,1
1,debt_consolidation,0.14,341.93,90000,32.93,719,38292,0,0,43318,0.489,1,1
1,debt_consolidation,0.219,826.02,160000,13.75,709,35125,0,0,21951,0.337,0,1
1,credit_card,0.101,323.01,480000,17.13,694,37681,0,0,240227,0.823,0,1
1,credit_card,0.248,334.27,140000,28.02,689,40848,0,0,24460,0.967,1,1
1,debt_consolidation,0.175,358.88,50000,5.28,664,37288,1,0,8346,0.371,0,1
1,debt_consolidation,0.062,274.58,70000,26.02,804,32752,0,0,8066,0.237,0,1
1,major_purchase,0.204,74.73,17500,23.94,699,41671,0,0,3110,0.389,0,1
1,home_improvement,0.081,188.24,40000,26.13,749,30773,1,0,19432,0.348,0,1
1,credit_card,0.14,492.37,90000,20.21,719,38108,0,0,10954,0.39,0,1
1,credit_card,0.155,174.53,140000,15.92,714,35217,1,0,6919,0.752,1,1
1,debt_consolidation,0.068,985.59,115000,25.81,829,27303,0,0,3993,0.063,0,1
1,debt_consolidation,0.068,246.4,88000,19.43,784,38200,1,0,6003,0.094,0,1
1,debt_consolidation,0.101,413.45,24000,33.5,764,40087,0,0,3989,0.145,0,1
1,home_improvement,0.075,186.53,100000,9.8,709,34182,0,1,1115,0.021,0,1
1,debt_consolidation,0.096,256.57,90000,19.91,674,32143,0,0,0,,0,1
1,major_purchase,0.062,579.66,110000,9.33,734,34851,0,0,4707,0.08,0,1
1,debt_consolidation,0.268,550.97,53164,42.84,669,30742,0,0,20576,0.813,0,1
1,other,0.165,106.16,42000,18.85,714,41122,1,0,5695,0.593,0,1
1,other,0.185,254.65,42000,12.14,674,38596,0,7,2063,0.48,0,1
1,home_improvement,0.062,1220.33,183000,6.46,749,37653,0,1,13523,0.216,0,1
1,debt_consolidation,0.239,477.81,62400,31.02,674,37865,1,0,9610,0.641,0,1
1,other,0.068,1108.78,205000,5.64,759,39753,0,0,4325,0.117,0,1
1,other,0.106,260.25,56400,16.47,769,38169,0,0,10244,0.721,0,1
1,debt_consolidation,0.14,307.73,25000,14.16,694,36434,0,0,8045,0.609,0,1
1,home_improvement,0.101,484.51,75000,9.63,719,31717,1,0,3358,0.224,1,1
1,credit_card,0.219,688.35,72000,14.13,669,41214,0,1,17226,0.617,0,1
1,debt_consolidation,0.131,1224.99,80000,25.59,734,35125,0,1,6368,0.526,0,1
1,debt_consolidation,0.121,332.77,60000,22.78,709,39052,2,0,7701,0.197,0,1
1,debt_consolidation,0.081,392.17,55000,27.58,704,39873,0,0,8552,0.38,0,1
1,credit_card,0.053,1053.86,172000,8.37,764,37408,1,0,49184,0.411,0,1
1,credit_card,0.068,308,50000,24.95,714,31809,0,0,10172,0.321,0,1
1,credit_card,0.121,847.79,58400,33.21,729,39022,0,0,23650,0.821,0,1
1,debt_consolidation,0.096,841.64,130000,13.52,759,37165,0,0,17674,0.198,0,1
1,credit_card,0.121,223.11,56000,9.88,709,40756,2,0,6819,0.39,0,1
1,debt_consolidation,0.121,1331.06,39256,50.78,709,38139,0,0,23619,0.881,0,1
1,debt_consolidation,0.165,849.23,95000,28.42,664,38991,2,1,30683,0.792,0,1
1,credit_card,0.165,297.24,90000,23.33,664,39995,1,0,8991,0.638,1,1
1,other,0.111,196.58,15000,49.2,674,38808,2,0,2214,0.168,1,1
1,debt_consolidation,0.106,130.13,64000,19.48,764,36708,1,0,7,0,0,1
1,debt_consolidation,0.131,341.76,50000,31.28,739,34700,0,0,0,0,0,1
1,debt_consolidation,0.131,843.08,55000,28.73,719,39264,0,2,2917,0.095,0,1
1,debt_consolidation,0.204,1120.88,65000,36,684,37226,0,0,21867,0.724,0,1
1,home_improvement,0.101,532.04,110000,10,739,32509,0,0,43628,0.505,0,1
1,home_improvement,0.111,222.03,95000,17.08,759,41214,0,0,4961,0.285,0,1
1,debt_consolidation,0.121,998.3,73299,19.42,704,38626,0,0,4057,0.644,1,1
1,other,0.111,327.63,125000,10.33,684,38169,1,0,9287,0.24,0,1
1,debt_consolidation,0.121,892.41,200000,17.03,754,37469,1,0,23742,0.218,0,1
1,other,0.145,172.16,36000,4.1,664,41153,0,0,1460,0.487,1,1
1,debt_consolidation,0.204,267.12,75000,30.03,699,39203,0,0,27490,0.698,0,1
1,debt_consolidation,0.096,192.43,52000,12.28,724,38687,0,0,9573,0.273,0,1
1,debt_consolidation,0.096,320.71,65000,24.59,699,37135,0,1,9064,0.182,0,1
1,debt_consolidation,0.165,636.93,39000,32.86,724,40940,2,0,6434,0.227,0,1
1,debt_consolidation,0.131,202.34,74000,29.05,694,35247,0,2,6113,0.173,0,1
1,debt_consolidation,0.101,638.45,65000,19.77,714,36800,0,0,14523,0.51,0,1
1,debt_consolidation,0.053,361.33,2000,215.06,794,38473,0,0,11240,0.345,0,1
1,credit_card,0.175,690.42,80000,22.88,704,38443,0,0,15048,0.317,0,1
1,credit_card,0.053,301.11,60000,20.22,764,40452,0,0,8049,0.457,0,1
1,debt_consolidation,0.062,335.59,112000,21.61,684,37681,0,1,29898,0.708,0,1
1,credit_card,0.155,628.31,140000,13.78,699,38991,0,1,6269,0.738,0,1
1,credit_card,0.131,674.46,86489,10.21,664,38626,1,1,21211,0.461,0,1
1,debt_consolidation,0.068,314.16,65000,24.91,699,40603,0,0,9136,0.274,0,1
1,debt_consolidation,0.096,102.63,55000,13.83,749,38596,0,0,7174,0.244,0,1
1,debt_consolidation,0.068,615.99,110000,19.73,724,38565,0,0,8063,0.726,0,1
1,credit_card,0.175,89.72,60000,16.12,664,38139,2,0,1728,0.258,0,1
1,debt_consolidation,0.106,406.64,33280,16.23,709,32448,0,0,7350,0.269,0,1
1,debt_consolidation,0.165,884.62,79000,14.64,664,32264,1,0,6000,0.822,0,1
1,credit_card,0.068,369.6,40000,33.27,704,36495,0,0,13708,0.49,1,1
1,debt_consolidation,0.053,301.11,65000,15.64,809,37622,0,0,3022,0.053,0,1
1,credit_card,0.075,186.53,112000,14.75,714,37865,1,0,4616,0.298,0,1
1,debt_consolidation,0.165,982.53,320000,13.75,699,37257,0,0,20841,0.569,0,1
1,credit_card,0.145,541.4,55000,20.55,784,35643,1,0,7603,0.185,0,1
1,debt_consolidation,0.155,174.53,42500,17.59,669,36951,0,0,2106,0.916,0,1
1,debt_consolidation,0.165,424.62,65000,29.71,729,39173,2,1,2160,0.114,0,1
1,debt_consolidation,0.053,301.11,80000,7.58,714,37773,0,0,12444,0.173,0,1
1,major_purchase,0.081,1135.72,40000,1.2,819,39295,0,0,552,0.041,0,1
1,debt_consolidation,0.075,217.62,56000,19.72,749,38292,0,0,5433,0.177,0,1
1,car,0.096,144.32,36000,11.9,774,41153,1,0,344,0.046,0,1
1,debt_consolidation,0.106,650.62,108000,11.69,709,34455,0,1,4423,0.163,0,1
1,credit_card,0.081,847.08,146000,28.31,709,33147,0,0,43099,0.635,0,1
1,debt_consolidation,0.081,376.48,99000,15.6,704,41456,1,0,3945,0.188,1,1
1,other,0.101,620.17,38000,29.97,689,32933,0,0,261,0.015,1,1
1,major_purchase,0.155,360.72,40000,8.46,699,41609,2,0,5843,0.224,0,1
1,debt_consolidation,0.194,221.22,212000,6.22,664,38139,1,0,176782,0.455,0,1
1,debt_consolidation,0.053,843.09,88000,10.84,814,33664,0,0,16423,0.177,0,1
1,debt_consolidation,0.101,161.51,75000,33.22,724,37895,0,0,28940,0.438,0,1
1,debt_consolidation,0.204,747.26,60000,19.96,714,40483,1,0,6588,0.234,1,1
1,debt_consolidation,0.175,401.7,119200,29.69,679,35704,1,0,14573,0.31,0,1
1,other,0.155,363.02,45000,34.11,669,41091,1,0,18457,0.802,0,1
1,credit_card,0.106,195.19,54000,20.82,709,35431,0,0,5216,0.362,1,1
1,credit_card,0.165,1238.46,167000,29.57,704,34759,0,0,25720,0.716,0,1
1,debt_consolidation,0.145,706.17,53000,27.99,729,35278,0,0,23465,0.591,0,1
1,debt_consolidation,0.131,741.91,125000,14.56,664,37956,1,0,25025,0.49,0,1
1,credit_card,0.219,688.35,95000,22.5,699,38047,1,0,20848,0.256,0,1
1,credit_card,0.155,408.82,42000,30.72,669,39295,1,0,14473,0.356,0,1
1,debt_consolidation,0.075,186.53,75000,10.93,714,33604,0,0,9308,0.557,0,1
1,debt_consolidation,0.175,597.52,42000,23.23,694,36404,0,0,39893,0.551,0,1
1,major_purchase,0.145,137.73,60000,16.72,669,34578,1,0,3992,0.614,0,1
1,debt_consolidation,0.131,569.6,50656,7.27,779,37956,0,0,8639,0.222,0,1
1,credit_card,0.229,38.66,37044,7.26,669,41974,0,0,341,0.114,0,1
1,credit_card,0.053,301.11,47752,12.44,689,36069,0,0,13226,0.413,0,1
1,debt_consolidation,0.101,452.21,82500,2.71,714,31625,0,0,4620,0.392,0,1
1,debt_consolidation,0.096,160.36,41000,21.34,704,41609,2,0,9068,0.442,0,1
1,debt_consolidation,0.106,1138.58,121733,24.86,674,36404,0,0,38938,0.678,0,1
1,debt_consolidation,0.121,116.47,130000,17.57,694,40238,1,0,11600,0.678,1,1
1,major_purchase,0.219,400.19,120000,22.22,674,38169,0,2,9572,0.895,0,1
1,debt_consolidation,0.106,487.97,58000,5.55,719,38139,1,0,11971,0.407,1,1
1,home_improvement,0.075,447.67,220000,10.54,729,34516,1,0,109028,0.614,0,1
1,vacation,0.106,156.15,27456,28.02,749,36069,1,0,4236,0.642,0,1
1,debt_consolidation,0.111,275.21,150000,7.8,694,38596,2,0,6998,0.609,1,1
1,debt_consolidation,0.111,261.21,105000,11.57,699,33725,2,1,7005,0.281,0,1
1,debt_consolidation,0.185,897.37,62000,36.86,724,39814,1,1,10514,0.232,0,1
1,other,0.075,83.94,33000,25.64,754,35612,0,0,8519,0.292,0,1
1,debt_consolidation,0.121,847.79,103000,16.58,719,38869,1,0,17264,0.226,0,1
1,credit_card,0.121,1331.06,54000,32.6,689,33939,0,1,9245,0.585,1,1
1,debt_consolidation,0.081,1098.07,95000,7.74,739,38412,1,0,6615,0.106,1,1
1,debt_consolidation,0.14,465.68,85000,12.61,699,36373,1,0,26456,0.575,0,1
1,debt_consolidation,0.155,418.87,45000,17.81,679,39692,0,0,8097,0.692,0,1
1,credit_card,0.111,163.82,33000,5.27,749,37742,1,0,3726,0.144,0,1
1,credit_card,0.106,236.76,107000,17.03,769,38108,0,0,11545,0.234,0,1
1,credit_card,0.053,301.11,69000,11.41,674,33756,0,0,17592,0.56,1,1
1,credit_card,0.145,659.09,85000,15.3,669,38231,1,0,31037,0.408,0,1
1,home_improvement,0.106,227.72,52500,14.54,669,37956,0,0,6393,0.342,0,1
1,credit_card,0.062,1098.3,190000,20.15,789,38108,0,0,23240,0.162,0,1
1,credit_card,0.053,1204.42,165000,23.84,714,34121,0,0,100133,0.583,0,1
1,debt_consolidation,0.101,226.11,45000,11.12,669,37742,0,0,4359,0.197,1,1
1,major_purchase,0.081,125.5,45000,14.64,684,41791,0,0,0,0,0,1
1,home_improvement,0.101,297.95,120000,7.73,769,29738,0,0,782,0.031,0,1
1,debt_consolidation,0.068,615.99,99000,3.83,734,38200,0,1,14603,0.157,0,1
1,house,0.185,181.9,30000,12.08,714,38231,0,0,1925,0.191,0,1
1,debt_consolidation,0.096,352.78,91000,12.77,689,36586,0,0,12916,0.662,0,1
1,credit_card,0.185,436.55,120000,12.72,694,36192,0,0,29325,0.908,0,1
1,debt_consolidation,0.068,831.59,110000,5.91,794,38777,0,0,0,0,0,1
1,credit_card,0.068,431.2,50000,16.08,769,35400,0,0,15443,0.234,0,1
1,major_purchase,0.145,292.67,45000,4.03,674,38353,1,0,1817,0.606,0,1
1,credit_card,0.155,432.87,90000,20.6,684,35827,0,0,14253,0.432,0,1
1,other,0.068,46.2,40000,14.16,764,38292,1,0,3753,0.193,0,1
1,other,0.155,244.35,60000,6.3,694,38961,0,0,1499,0.121,0,1
1,credit_card,0.081,156.87,30000,14.6,704,41852,0,0,5101,0.325,0,1
1,home_improvement,0.145,1205.08,55806.04,15.38,669,38596,0,0,1081,0.062,1,1
1,credit_card,0.081,219.62,126000,8.71,719,39326,0,0,7937,0.251,0,1
1,credit_card,0.101,1292.01,264000,19.11,684,32721,0,0,42979,0.531,0,1
1,debt_consolidation,0.175,358.88,60000,20.96,669,39661,1,1,4170,0.444,0,1
1,home_improvement,0.185,130.97,90000,5.99,699,37803,1,0,2484,0.216,0,1
1,debt_consolidation,0.121,332.77,73000,16.19,689,37316,1,0,10049,0.558,0,1
1,debt_consolidation,0.101,638.45,110000,8.94,734,38108,0,0,14900,0.22,0,1
1,other,0.145,344.31,140000,6.64,749,32021,2,0,11739,0.231,0,1
1,major_purchase,0.081,109.81,65000,12.37,749,41640,1,0,2476,0.059,0,1
1,credit_card,0.106,97.6,39000,8.92,714,40452,0,1,2153,0.263,0,1
1,debt_consolidation,0.14,512.89,177000,26.44,664,31199,0,1,51294,0.871,0,1
1,other,0.14,68.39,28500,10.36,689,38657,1,0,0,0,1,1
1,debt_consolidation,0.096,513.13,64000,31.31,719,40575,1,0,11436,0.463,0,1
1,medical,0.068,246.4,36000,3.8,794,37773,0,0,3269,0.242,0,1
1,debt_consolidation,0.106,520.5,40000,21.3,674,38626,0,0,5265,0.435,1,1
1,credit_card,0.165,141.54,38100,31.56,694,38657,2,0,13516,0.336,0,1
1,debt_consolidation,0.155,210.31,49000,5.14,684,38899,1,0,2867,0.61,0,1
1,debt_consolidation,0.075,279.8,34500,33.75,794,31291,0,0,4565,0.128,0,1
1,debt_consolidation,0.155,360.72,24000,23.9,749,39600,0,0,8320,0.17,0,1
1,major_purchase,0.106,878.34,41000,14.99,774,40299,0,0,989,0.071,0,1
1,credit_card,0.106,227.72,58000,12.7,679,35674,0,0,6143,0.33,0,1
1,debt_consolidation,0.075,124.36,55000,12.04,734,38504,0,0,2626,0.469,0,1
1,debt_consolidation,0.155,349.06,40000,17.7,674,41913,1,0,9639,0.736,0,1
1,debt_consolidation,0.096,256.57,120000,19.55,704,36130,0,0,42318,0.991,0,1
1,debt_consolidation,0.068,708.39,52000,20.26,749,39022,0,0,6782,0.278,0,1
1,home_improvement,0.145,1119.86,141675,16.42,684,37073,2,2,5861,0.32,0,1
1,car,0.075,435.23,165000,4.79,749,38961,0,0,3894,0.172,1,1
1,home_improvement,0.204,694.5,131000,6.5,664,38749,1,0,26572,0.838,0,1
1,debt_consolidation,0.081,94.12,120000,17.34,719,39814,1,0,10349,0.383,0,1
1,credit_card,0.155,174.53,33000,25.28,689,41944,0,0,2186,0.465,0,1
1,credit_card,0.075,186.53,43000,20.01,764,34851,0,0,8450,0.254,0,1
1,home_improvement,0.145,344.31,25000,4.8,694,42005,0,0,3046,0.648,0,1
1,home_improvement,0.062,610.17,110000,5.83,719,37165,0,0,4024,0.194,0,1
1,credit_card,0.219,228.68,60000,14.76,689,39630,0,0,8677,0.689,0,1
1,credit_card,0.068,123.2,42000,17.37,774,42125,0,0,3047,0.147,0,1
1,debt_consolidation,0.096,384.85,60000,11.64,674,29738,0,0,6682,0.777,0,1
1,credit_card,0.081,345.11,52000,5.29,769,38749,0,0,10369,0.166,0,1
1,debt_consolidation,0.121,299.49,44000,11.59,704,32752,0,0,9323,0.428,0,1
1,other,0.131,134.9,29000,5.17,709,40756,0,0,4929,0.694,0,1
1,car,0.053,165.61,85000,14.44,819,34394,1,0,4217,0.048,0,1
1,credit_card,0.068,246.4,100000,7.84,784,34759,0,0,4339,0.124,0,1
1,credit_card,0.121,332.77,42000,17.49,719,41275,1,0,7233,0.265,0,1
1,credit_card,0.131,273.41,42000,9.71,679,38473,0,0,3132,0.139,1,1
1,debt_consolidation,0.096,673.32,85000,14.44,734,38231,0,0,22072,0.358,0,1
1,credit_card,0.175,574.2,100000,23.95,719,37926,0,0,23486,0.813,0,1
1,debt_consolidation,0.053,331.22,105000,13.06,789,36342,0,0,15829,0.193,0,1
1,debt_consolidation,0.096,256.57,59500,15.37,709,35551,0,0,20206,0.439,0,1
1,home_improvement,0.062,152.55,95000,7.09,749,37257,0,0,2095,0.039,0,1
1,credit_card,0.101,646.01,78000,18.78,664,37469,0,0,36964,0.902,1,1
1,debt_consolidation,0.219,688.35,71000,20.81,674,36465,1,0,15290,0.784,0,1
1,moving,0.075,77.72,45000,9.41,794,33329,0,0,5971,0.371,0,1
1,debt_consolidation,0.268,185.2,30680,21.56,689,42125,0,0,1891,0.511,0,1
1,debt_consolidation,0.106,234.23,50000,14.55,714,39326,1,0,10734,0.336,0,1
1,debt_consolidation,0.062,762.71,130000,21.49,724,37135,0,1,94,0.006,0,1
1,debt_consolidation,0.081,941.2,182000,6.03,729,38899,2,0,8836,0.229,0,1
1,major_purchase,0.121,285.58,70000,17.98,724,36557,0,0,9019,0.403,0,1
1,debt_consolidation,0.165,495.39,100000,9.11,664,39508,0,0,11538,0.634,0,1
1,debt_consolidation,0.155,529.06,40000,27.66,734,40634,0,0,9395,0.304,0,1
1,debt_consolidation,0.101,665.39,130000,21.07,784,36831,0,0,37157,0.003,0,1
1,credit_card,0.185,800.33,156000,16.21,669,39083,1,0,26002,0.625,0,1
